"Leaf_area_mm2"	"Nmass_mg_g"	"LMA_g_m2"	"Plant_height_m"	"Diaspore_mass_mg"	"SSD_combined_mg_mm3"
"Orobanche caryophyllacea"	NA	NA	NA	-0.633511662910828	NA	NA
"Orobanche cernua"	NA	NA	NA	-1.08843295754371	-0.961930939197247	NA
"Orobanche chilensis"	NA	NA	NA	NA	-0.961930939197247	NA
"Orobanche coerulescens"	NA	NA	NA	-1.09593698688178	NA	NA
"Orobanche corymbosa"	NA	NA	NA	NA	-0.93239803875265	NA
"Orobanche elatior"	NA	NA	NA	-0.920971148612542	-0.964470704167214	NA
"Orobanche fasciculata"	NA	NA	NA	NA	-0.964980173189966	NA
"Orobanche flava"	NA	NA	NA	-1.00780184361376	-0.964470704167214	NA
"Orobanche gracilis"	NA	NA	NA	-0.960682388288057	NA	NA
"Orobanche hederae"	NA	NA	NA	-0.810811748822605	-0.963453285161951	NA
"Orobanche hermonis"	NA	NA	NA	NA	-0.922920701401841	NA
"Orobanche laserpitii-sileris"	NA	NA	NA	-0.670108102227693	NA	NA
"Orobanche litorea"	NA	NA	NA	-1.21363706156104	NA	NA
"Orobanche loricata"	NA	NA	NA	-0.882273824452516	NA	NA
"Orobanche lucorum"	NA	NA	NA	-1.21677638698256	-0.963961741826816	NA
"Orobanche ludoviciana"	NA	NA	NA	NA	-0.964470704167214	NA
"Orobanche lutea"	NA	NA	NA	-0.763816284823972	-0.965490149904902	NA
"Orobanche minor"	NA	NA	NA	-0.980667391192243	-0.960413108353256	NA
"Orobanche multicaulis"	NA	NA	NA	NA	-0.951896076680714	NA
"Orobanche mutelii"	NA	NA	NA	-1.13510094796739	NA	NA
"Orobanche pubescens"	NA	NA	NA	-1.21363706156104	NA	NA
"Orobanche purpurea"	NA	NA	NA	-0.818301939029595	-0.961930939197247	NA
"Orobanche ramosa"	NA	NA	NA	-0.915528568944899	-0.964470704167214	NA
"Orobanche rapum-genistae"	NA	NA	NA	-0.575598365770337	NA	NA
"Orobanche reticulata"	NA	NA	NA	-0.784673758326068	-0.964470704167214	NA
"Orobanche salviae"	NA	NA	NA	-0.903037982827904	NA	NA
"Orobanche sanguinea"	NA	NA	NA	-1.21363706156104	NA	NA
"Orobanche teucrii"	NA	NA	NA	-1.00780184361376	NA	NA
"Orobanche uniflora"	NA	NA	NA	NA	-0.963961741826816	NA
"Orobanche variegata"	NA	NA	NA	-0.913726463725672	NA	NA
"Oropetium aristatum"	NA	NA	NA	NA	-0.441934456739651	NA
"Oropetium capense"	NA	NA	NA	-1.43008820935714	NA	NA
"Orophea creaghii"	NA	NA	NA	1.08211813719508	NA	NA
"Orophea enneandra"	0.899973648882254	NA	NA	1.54095714263732	NA	NA
"Orophea hainanensis"	NA	NA	NA	0.862545758172596	NA	NA
"Orophea hirsuta"	NA	NA	NA	0.487184296964755	NA	NA
"Orophea polycarpa"	NA	NA	NA	0.862545758172596	NA	NA
"Orostachys malacophylla"	0.922806835647284	0.817709702020254	NA	-1.51046240917523	NA	NA
"Oroxylum indicum"	0.38341288388103	0.994222345395219	NA	0.886835561642391	1.36793324884421	-0.26447315488945
"Orphium frutescens"	NA	NA	NA	NA	-0.895498342342959	NA
"Orthantha aucheri"	NA	NA	NA	NA	-0.736179959681398	NA
"Orthantha lutea"	-1.83302697432902	0.937732978956723	-0.701184672894223	-0.964620821055786	-0.865258904485735	-1.55117025116486
"Orthanthera albida"	NA	NA	NA	NA	0.16756623338319	NA
"Orthilia secunda"	-0.754284789627926	-0.229836036832886	-0.281618079175431	-1.45884888557922	-0.966511630465772	-1.05928351991951
"Orthion oblanceolatum"	0.25478768872532	-0.0326612100263296	-0.063490369168861	1.20295753729586	1.13676421314796	0.74128671235025
"Orthocarpus bracteosus"	NA	NA	NA	NA	-0.752743269174197	NA
"Orthocarpus cuspidatus"	NA	NA	NA	NA	-0.752743269174197	NA
"Orthocarpus luteus"	NA	NA	NA	-0.695956189922413	-0.899519187400333	NA
"Orthocarpus pachystachyus"	NA	NA	NA	NA	-0.752743269174197	NA
"Orthocarpus tenuifolius"	NA	NA	NA	-0.915528568944899	-0.904476846164462	NA
"Orthocarpus tolmiei"	NA	NA	NA	NA	-0.752743269174197	NA
"Orthopappus angustifolius"	NA	NA	NA	-1.70361334722696	NA	NA
"Orthopterum coeganum"	NA	NA	NA	NA	-0.752743269174197	NA
"Orthosiphon ellipticus"	NA	NA	NA	NA	-0.523274411135847	NA
"Orthosiphon pallidus"	NA	NA	NA	NA	-0.742741095590707	NA
"Orthrosanthus exsertus"	NA	NA	NA	NA	-0.549750742182426	NA
"Orthrosanthus laxus"	NA	NA	NA	NA	-0.123302974953739	NA
"Orthrosanthus muelleri"	NA	NA	NA	NA	-0.720135962626448	NA
"Orthrosanthus multiflorus"	NA	NA	NA	NA	-0.680633270314309	NA
"Oryctanthus alveolatus"	NA	NA	NA	NA	0.21390390664065	NA
"Oryza barthii"	NA	NA	NA	-0.352185317325637	0.583682907315961	NA
"Oryza brachyantha"	NA	NA	NA	-0.649840501554392	0.167008455027059	NA
"Oryza glaberrima"	NA	NA	NA	NA	0.729049966568746	NA
"Oryza longistaminata"	NA	NA	NA	0.232662235857691	0.73973123673576	NA
"Oryza punctata"	NA	NA	NA	-0.401570965413596	0.223988205168726	NA
"Oryza rufipogon"	NA	NA	NA	NA	-0.491996149097307	NA
"Oryza sativa"	0.207204878760585	-0.0179005903631242	-0.540960680341044	-0.887390701438529	0.736971816375487	-1.23790478160521
"Oryzopsis asperifolia"	NA	-0.227882076687161	NA	-0.638900086658767	0.0403846635900696	NA
"Oryzopsis hymenoides"	NA	-0.0203935981742841	NA	-0.626056825753257	-0.276466882827353	NA
"Oryzopsis pungens"	NA	-0.696145699723489	NA	-0.915528568944899	-0.756121245736356	NA
"Osbeckia capitata"	NA	NA	NA	NA	-0.942054204301695	NA
"Osbeckia chinensis"	NA	NA	NA	-0.540167107737058	NA	NA
"Osbeckia crinita"	NA	NA	NA	0.232662235857691	NA	NA
"Osbeckia stellata"	NA	NA	NA	-0.263538625450926	NA	NA
"Osbornia octodonta"	NA	NA	NA	NA	NA	1.05703888394537
"Oscularia alba"	NA	NA	NA	NA	0.746250580836538	NA
"Osmanthus americanus"	0.529691499830963	NA	1.13728832327771	0.685120130862491	NA	NA
"Osmanthus armatus"	NA	NA	NA	0.983385158273373	NA	NA
"Osmanthus attenuatus"	NA	NA	NA	0.706756675987241	NA	NA
"Osmanthus cooperi"	0.922806835647284	-1.41626377344996	0.787820548221843	0.862545758172596	NA	NA
"Osmanthus decorus"	NA	NA	NA	-0.0439662464284405	1.37308196493468	NA
"Osmanthus delavayi"	NA	NA	NA	0.608023697065532	NA	NA
"Osmanthus didymopetalus"	NA	NA	NA	1.30169051621757	NA	NA
"Osmanthus fragrans"	-0.304306761466269	NA	0.857470273892626	0.882677406168284	1.678886572182	1.11433777795957
"Osmanthus henryi"	NA	NA	NA	1.35874661948121	NA	NA
"Osmanthus heterophyllus"	NA	NA	NA	0.559326579681133	1.26893047331032	NA
"Osmanthus lanceolatus"	NA	NA	NA	1.08211813719508	NA	NA
"Osmanthus marginatus"	NA	-1.0230880164011	NA	1.20295753729586	NA	NA
"Osmanthus matsumuranus"	NA	NA	NA	1.35874661948121	NA	NA
"Osmanthus minor"	NA	NA	NA	0.608023697065532	NA	NA
"Osmanthus pubipedicellatus"	NA	NA	NA	0.3313952147794	NA	NA
"Osmanthus reticulatus"	NA	NA	NA	1.08211813719508	NA	NA
"Osmanthus serrulatus"	NA	NA	NA	1.08211813719508	NA	NA
"Osmanthus suavis"	NA	NA	NA	0.862545758172596	NA	NA
"Osmanthus venosus"	NA	NA	NA	0.983385158273373	NA	NA
"Osmanthus yunnanensis"	NA	NA	NA	1.20295753729586	NA	NA
"Osmelia grandistipulata"	NA	NA	NA	NA	NA	0.444361454034231
"Osmelia philippina"	NA	NA	NA	NA	NA	0.204851829016509
"Osmorhiza aristata"	NA	NA	NA	-0.441434128815349	NA	NA
"Osmorhiza aristata var. aristata"	-0.159212531665796	-0.399611395880023	-1.639587710588	-0.320594728714572	0.115748461518554	NA
"Osmorhiza aristata var. longistylis"	NA	NA	NA	NA	0.345619427890052	NA
"Osmorhiza berteroi"	NA	NA	NA	NA	0.0199698135764127	NA
"Osmorhiza brachypoda"	NA	NA	NA	NA	0.5228495084503	NA
"Osmorhiza chilensis"	-1.35526778052569	NA	NA	-0.456689563502659	0.124191342734916	NA
"Osmorhiza depauperata"	NA	NA	NA	-0.540167107737058	-0.145323027872742	NA
"Osmorhiza longistylis"	NA	-0.396522667433599	NA	NA	0.345619427890052	NA
"Osmorhiza occidentalis"	-0.636783884929025	NA	-1.03926441418481	-0.160311578258921	0.393320763679716	NA
"Osmoxylon celebicum"	NA	NA	NA	NA	NA	-0.440558748227706
"Osmoxylon pectinatum"	NA	NA	NA	0.79023422022164	NA	NA
"Osmunda claytoniana"	NA	NA	-1.45304272297502	-0.160311578258921	-0.967023136346524	NA
"Osmunda regalis"	NA	-1.58812436558691	0.213634259947197	-0.214886998675124	-0.967023136346524	NA
"Osmundastrum cinnamomeum"	NA	NA	-1.22964945160467	-0.0475885483532015	-0.967023136346524	NA
"Ossaea boliviensis"	0.926503480500501	0.0406583433391864	-0.849257477295494	NA	NA	NA
"Ossaea macrophylla"	1.22281933473064	NA	-0.100250032269626	NA	NA	NA
"Ossaea robusta"	1.1401260327584	NA	-0.533443728248669	NA	NA	NA
"Osteocarpum acropterum"	-2.88093841671813	NA	1.6167697933481	-1.51046240917523	NA	NA
"Osteomeles anthyllidifolia"	NA	-0.72841543310181	0.991857689921939	0.437597720658316	1.54026640639361	1.13678122482159
"Osteomeles schwerinae"	NA	NA	NA	0.3313952147794	0.289947352857485	NA
"Osteophloeum platyspermum"	0.647472731057383	0.979774218213117	0.613271726670424	1.73410808068905	2.88634534562565	0.0171588981964148
"Osteospermum calendulaceum"	NA	NA	NA	NA	-0.498100733502734	NA
"Osteospermum dregei"	NA	NA	NA	NA	-0.186046134378886	NA
"Osteospermum ecklonis"	NA	NA	NA	NA	0.147383071769033	NA
"Osteospermum grandiflorum"	NA	NA	NA	NA	0.40150343129182	NA
"Osteospermum imbricatum"	NA	NA	NA	NA	0.201012504820225	NA
"Osteospermum jucundum"	NA	NA	NA	NA	0.111038585586315	NA
"Osteospermum junceum"	NA	NA	NA	NA	0.607827082387618	NA
"Osteospermum microcarpum"	NA	NA	0.161680497315952	NA	-0.298853662806044	NA
"Osteospermum muricatum"	NA	NA	NA	NA	0.0533002454641912	NA
"Osteospermum scariosum"	NA	NA	NA	NA	-0.302193065135397	NA
"Osteospermum sinuatum"	NA	NA	0.416890245170492	-0.759739486759544	-0.156121400799953	NA
"Osteospermum spinescens"	NA	NA	NA	NA	-0.19854659889285	NA
"Ostodes paniculata"	1.06391118329083	NA	NA	1.289582277221	NA	-0.629013589344868
"Ostrearia australiana"	NA	NA	NA	NA	1.39481828241848	0.628032221891572
"Ostrya carpinifolia"	0.38341288388103	0.422760187241613	-0.573939640271828	1.35874661948121	0.270307397295314	NA
"Ostrya japonica"	NA	NA	-0.745940698555554	1.38001192994129	0.113894474738696	0.656986206071104
"Ostrya knowltonii"	NA	NA	NA	0.706756675987241	0.247886132446475	NA
"Ostrya multinervis"	NA	NA	NA	1.47958601958199	NA	NA
"Ostrya rehderiana"	NA	NA	NA	1.30169051621757	NA	NA
"Ostrya virginiana"	0.354187857501122	-0.0630801532177684	-1.39964642544725	1.07754095240893	0.494337799421539	0.568763363076158
"Ostrya yunnanensis"	NA	NA	NA	1.35874661948121	NA	NA
"Ostryopsis davidiana"	NA	-0.450619922951516	-0.268734460793453	0.435218663043389	NA	NA
"Ostryopsis nobilis"	NA	NA	NA	0.608023697065532	NA	NA
"Osyris alba"	-1.71928213491458	NA	NA	-0.151433803718758	1.54549828419461	NA
"Osyris compressa"	NA	NA	NA	NA	1.47033694813874	NA
"Osyris lanceolata"	NA	NA	NA	0.3313952147794	1.36792790856537	1.13678122482159
"Otanthus maritimus"	NA	NA	NA	-0.937634990123967	-0.602162808311657	NA
"Otholobium foliosum"	NA	NA	NA	0.075716651110787	0.21390390664065	NA
"Otholobium fruticans"	NA	NA	NA	NA	-0.197294094651677	NA
"Otholobium hirtum"	NA	NA	NA	NA	0.26244848194823	NA
"Otholobium sericeum"	NA	NA	NA	NA	0.184562556378162	NA
"Otholobium spicatum"	NA	NA	NA	NA	-0.0899671820323168	NA
"Otholobium striatum"	NA	NA	NA	NA	0.195235760566213	NA
"Othonna arborescens"	NA	NA	NA	NA	0.463893529929533	NA
"Othonna arbuscula"	NA	NA	NA	NA	0.189926982762125	NA
"Othonna brandbergensis"	NA	NA	NA	NA	0.126974964732116	NA
"Othonna bulbosa"	NA	NA	NA	NA	-0.100212069203989	NA
"Othonna cylindrica"	NA	NA	NA	NA	-0.746053479912447	NA
"Othonna furcata"	NA	NA	NA	NA	0.342064142020411	NA
"Othonna lasiocarpa"	NA	NA	NA	NA	-0.00362486218153033	NA
"Othonna macrophylla"	NA	NA	NA	NA	0.124555283670786	NA
"Othonna media"	NA	NA	NA	NA	-0.208794839118835	NA
"Othonna opima"	NA	NA	1.36144992209985	NA	NA	NA
"Othonna quinquedentata"	NA	NA	NA	NA	-0.346798295199375	NA
"Otiophora stolzii"	NA	NA	NA	NA	-0.53634137439576	NA
"Otoba acuminata"	NA	NA	NA	NA	NA	0.0331966185197912
"Otoba glycycarpa"	0.610750749601076	0.30565811271757	1.00979642610028	1.5783189985037	NA	-0.0359206455269594
"Otoba gracilipes"	NA	NA	NA	NA	NA	-0.218328563858555
"Otoba lehmannii"	NA	NA	NA	NA	NA	-0.340722585866906
"Otoba novogranatensis"	1.30830612879738	0.00828713457505013	0.323266988469016	NA	NA	-0.466361175178322
"Otoba parvifolia"	0.572642610342437	0.271889299661988	0.374262653106415	1.5783189985037	2.74058150020255	-0.195670598685575
"Otomeria elatior"	NA	NA	NA	-0.250166782640467	NA	NA
"Otopappus imbricatus"	NA	NA	NA	NA	-0.669067544374004	NA
"Otoptera burchellii"	NA	NA	NA	0.0339124092561141	1.15441006956688	NA
"Otoptera madagascariensis"	NA	NA	NA	NA	1.18956665203496	NA
"Ottelia ovalifolia"	NA	NA	NA	NA	-0.865258904485735	NA
"Ottelia ulvifolia"	NA	NA	NA	NA	0.232897239287344	NA
"Ottleya grandiflora"	NA	NA	NA	NA	-0.289644866837381	NA
"Ottleya rigida"	NA	0.706844602606334	0.848537637244129	NA	-0.21405571276908	NA
"Ottleya strigosa"	NA	NA	NA	NA	-0.709197130476066	NA
"Ottleya wrightii"	-1.92176710532208	1.09212580596851	-0.0672955826637105	-1.0547267481493	-0.321974440856746	-0.177737139980116
"Ottochloa nodosa"	-0.203948741911144	NA	NA	-0.121459949462255	NA	NA
"Oubanguia alata"	NA	-0.240678608171697	NA	NA	NA	NA
"Ouratea amplifolia"	1.23294288684394	NA	NA	1.35874661948121	NA	NA
"Ouratea andongensis"	NA	NA	NA	0.409273870463955	NA	NA
"Ouratea angulata"	0.922806835647284	NA	NA	NA	NA	NA
"Ouratea aromatica"	0.380442289089018	NA	NA	NA	NA	NA
"Ouratea candollei"	0.380442289089018	NA	NA	NA	NA	NA
"Ouratea cardiosperma"	NA	NA	NA	NA	NA	0.949325128110583
"Ouratea castaneifolia"	0.922806835647284	NA	NA	NA	NA	0.633858491070307
"Ouratea coccinea"	NA	NA	NA	NA	NA	0.949325128110583
"Ouratea crocea"	NA	NA	NA	NA	NA	0.873959616573998
"Ouratea decagyna"	NA	NA	NA	NA	NA	0.949325128110583
"Ouratea discophora"	0.380442289089018	-1.13700339304612	NA	NA	NA	0.997954693237222
"Ouratea guianensis"	NA	NA	NA	NA	1.52761470777549	NA
"Ouratea hexasperma"	NA	-0.800906727131016	0.991063162382291	0.203286818039808	NA	-0.159971678672669
"Ouratea iquitosensis"	0.922806835647284	NA	NA	NA	NA	NA
"Ouratea littoralis"	NA	-1.34064056018682	NA	NA	NA	NA
"Ouratea lucens"	0.625020835651835	-0.728090443112096	0.620779332151427	1.01545028206756	1.48774329026286	1.03362563438973
"Ouratea melinonii"	0.291507467548066	NA	0.00512839198036971	1.03499868186938	NA	0.713600831946525
"Ouratea orbignyana"	0.922806835647284	NA	NA	NA	NA	NA
"Ouratea parviflora"	0.0240593401963426	NA	-0.109203070097101	0.433875835776557	NA	NA
"Ouratea polygyna"	0.922806835647284	NA	NA	NA	NA	0.949325128110583
"Ouratea prominens"	NA	NA	NA	NA	NA	0.973795778934799
"Ouratea sagotii"	NA	NA	NA	NA	NA	0.949325128110583
"Ouratea spectabilis"	NA	NA	NA	NA	NA	0.598629320885218
"Ouratea theophrasta"	NA	NA	NA	NA	1.6933679756442	NA
"Ouratea welwitschii"	NA	NA	NA	0.151993362408573	NA	NA
"Ovidia pillopillo"	NA	0.246279989375248	0.481643640973796	NA	0.693409644220845	NA
"Owenia acidula"	NA	NA	NA	NA	3.22517209455259	NA
"Owenia cepiodora"	NA	NA	NA	NA	NA	0.311222649027877
"Owenia venosa"	NA	NA	NA	NA	3.32645924331501	1.03598000977102
"Owenia vernicosa"	NA	NA	NA	NA	3.37888699154887	NA
"Oxalis acetosella"	-1.04187458667147	0.77008360266966	-2.33146184741409	-1.56153467123829	-0.606951550581934	-2.96005878728113
"Oxalis alpina"	-1.02912469127912	1.52239529884149	-1.76262096355937	-2.38202473169168	-0.852826837484771	-2.24343399339266
"Oxalis articulata"	0.405188352600459	NA	NA	-0.8320510247105	NA	NA
"Oxalis barrelieri"	-1.01064020364383	NA	NA	-0.364442076691541	NA	NA
"Oxalis brasiliensis"	NA	NA	NA	-1.68835791253965	NA	NA
"Oxalis chapmanae"	NA	NA	NA	NA	-0.882319203963081	NA
"Oxalis chnoodes"	NA	NA	NA	NA	-0.817246069041582	NA
"Oxalis conorrhiza"	-1.12480168310634	NA	-1.71764823632554	-1.58587729154249	-0.759521667490119	-1.81760307719858
"Oxalis corniculata"	-1.27289149388135	NA	-1.08310700806641	-1.41172943025352	-0.862748212985138	-1.92662442052897
"Oxalis debilis"	-1.35526778052569	NA	NA	-1.02520196276223	NA	NA
"Oxalis debilis var. corymbosa"	NA	NA	NA	-1.88582387038307	NA	NA
"Oxalis dillenii"	NA	NA	NA	-1.13510094796739	-0.872865740357943	NA
"Oxalis eriocarpa"	NA	NA	NA	-2.38202473169168	NA	NA
"Oxalis exilis"	NA	NA	-1.32261141725127	-1.88582387038307	-0.821079507124019	-1.67479214574836
"Oxalis gigantea"	NA	NA	NA	NA	-0.683566009521392	NA
"Oxalis incarnata"	NA	NA	NA	-1.13510094796739	NA	NA
"Oxalis lasiopetala"	NA	NA	NA	-1.45884888557922	NA	NA
"Oxalis latifolia"	NA	NA	NA	-1.13510094796739	NA	NA
"Oxalis laxa"	NA	NA	NA	NA	-0.946951481779566	NA
"Oxalis magellanica"	NA	NA	NA	-1.88582387038307	NA	NA
"Oxalis oregana"	-0.32141864787534	NA	NA	-2.00666327048384	-0.1896186556309	NA
"Oxalis pes-caprae"	-0.00643812369742816	0.248390071658172	-1.88890835264287	-1.13510094796739	NA	NA
"Oxalis purpurea"	NA	NA	NA	-1.88582387038307	NA	NA
"Oxalis stricta"	-0.505668772116366	1.30979078925617	-2.02272988219477	-0.933887348048519	-0.871590056462429	-1.83891171852595
"Oxalis subacaulis"	NA	NA	NA	-1.13510094796739	NA	NA
"Oxalis trilliifolia"	NA	NA	NA	NA	-0.683566009521392	NA
"Oxalis violacea"	NA	1.61928060591543	-1.38918353835358	-1.01426154786661	-0.777931093442219	NA
"Oxandra acuminata"	0.0172329856958195	0.215460200670977	0.146713254168712	1.35874661948121	NA	0.59566380171009
"Oxandra asbeckii"	0.221691543723726	0.100441312009356	0.287728641191445	1.16979556735901	NA	0.949325128110583
"Oxandra espintana"	NA	NA	NA	1.5783189985037	1.84625836706436	0.568763363076158
"Oxandra euneura"	0.922806835647284	NA	NA	NA	NA	NA
"Oxandra lanceolata"	NA	NA	NA	NA	NA	1.04536839095497
"Oxandra longipetala"	NA	NA	NA	NA	2.23840200783698	0.428221364051384
"Oxandra major"	0.922806835647284	NA	NA	NA	NA	NA
"Oxandra mediocris"	-0.0524317236731526	0.188874507881863	-0.392965592746328	1.47958601958199	NA	NA
"Oxandra panamensis"	NA	NA	NA	NA	2.25754369255603	0.713600831946525
"Oxandra polyantha"	0.647472731057383	NA	NA	1.5783189985037	NA	NA
"Oxandra riedeliana"	0.601212222196759	0.675028777125342	-0.222568138828499	NA	NA	0.949325128110583
"Oxandra sphaerocarpa"	0.899973648882254	NA	NA	1.44984457801335	NA	NA
"Oxandra venezuelana"	0.284482666734869	NA	-0.336189686698684	NA	NA	NA
"Oxandra xylopioides"	0.356987217241762	-0.0822868764758988	0.63505894486091	1.57068397811413	NA	0.696793196441869
"Oxyacantha succulenta"	NA	NA	NA	0.857444946972356	0.640044093627207	NA
"Oxyanthus speciosus"	NA	NA	NA	NA	NA	0.204851829016509
"Oxybaphus nyctagineus"	NA	0.731672006106342	-0.267332162161942	NA	0.0044893081129183	NA
"Oxycarpha suaedifolia"	NA	NA	NA	NA	-0.773353903876377	NA
"Oxycaryum cubense"	NA	NA	NA	NA	-0.759521667490119	NA
"Oxyceros longiflorus"	0.555599868892421	NA	NA	1.32402794182314	NA	NA
"Oxychloris scariosa"	NA	NA	NA	-0.638900086658767	-0.631591399901594	NA
"Oxydendrum arboreum"	0.655876508769823	0.0226668989520769	-0.998782728057935	1.16544093585945	-0.888427257950379	0.444361454034231
"Oxygonum sinuatum"	NA	NA	NA	NA	0.204136186488246	NA
"Oxylobium arborescens"	NA	NA	NA	NA	-0.209959257348354	NA
"Oxylobium ellipticum"	NA	NA	NA	NA	-0.14010979171026	NA
"Oxylobium robustum"	NA	NA	NA	NA	-0.138282432371421	NA
"Oxymitra sp"	0.899973648882254	NA	NA	1.44984457801335	NA	NA
"Oxypolis rigidior"	NA	-1.13700339304612	NA	-0.0439662464284405	-0.413396801119291	NA
"Oxyrhachis gracillima"	NA	NA	NA	-0.540167107737058	NA	NA
"Oxyria digyna"	-0.597974431484207	1.85785964922321	-0.857688349260492	-1.51046240917523	-0.715106324195064	-2.24343399339266
"Oxyspora paniculata"	NA	NA	NA	0.111822835756914	NA	NA
"Oxystelma bornouense"	NA	NA	NA	NA	-0.646691889042693	NA
"Oxystigma mannii"	NA	NA	NA	NA	NA	-0.155556195592886
"Oxystigma msoo"	NA	NA	NA	NA	3.69049384298668	NA
"Oxystigma oxyphyllum"	NA	NA	NA	NA	NA	0.16802641706311
"Oxystylis lutea"	NA	NA	NA	NA	-0.362260546606721	NA
"Oxytenanthera abyssinica"	NA	NA	NA	NA	0.663418241534206	NA
"Oxytenia acerosa"	NA	NA	NA	NA	-0.660561615747351	NA
"Oxytheca dendroidea"	NA	NA	NA	NA	-0.895498342342959	NA
"Oxytheca perfoliata"	NA	NA	NA	NA	-0.793005105243384	NA
"Oxytropis aciphylla"	NA	0.495853979828841	NA	-0.759739486759544	NA	NA
"Oxytropis arctica"	NA	NA	NA	NA	-0.298853662806044	NA
"Oxytropis biflora"	NA	1.53746387483389	NA	NA	NA	NA
"Oxytropis cachemiriana"	NA	NA	NA	NA	-0.558889584876107	NA
"Oxytropis campestris"	NA	NA	0.190411523447573	-1.02520196276223	-0.379989121253819	NA
"Oxytropis campestris var. cusickii"	NA	NA	NA	NA	-0.241203233948829	NA
"Oxytropis campestris var. gracilis"	NA	NA	NA	NA	-0.570547528420246	NA
"Oxytropis chiliophylla"	-0.237961130705426	NA	-1.07246817637849	-1.631301809276	NA	NA
"Oxytropis coerulea"	NA	NA	NA	-1.88582387038307	NA	NA
"Oxytropis deflexa"	NA	NA	NA	NA	-0.646691889042693	NA
"Oxytropis densa"	NA	1.94868371356178	NA	NA	NA	NA
"Oxytropis falcata"	NA	1.65237361744819	-0.141162119751464	NA	NA	NA
"Oxytropis fetida"	NA	NA	NA	-1.6735204879994	NA	NA
"Oxytropis floribunda"	NA	NA	NA	NA	-0.478029078935775	NA
"Oxytropis glabra"	NA	NA	NA	NA	-0.409938939375447	NA
"Oxytropis globiflora"	-0.533591309310918	2.22030515809992	-0.575430001085234	NA	NA	NA
"Oxytropis gracillima"	NA	1.40732108486792	NA	NA	NA	NA
"Oxytropis hailarensis"	NA	0.767151943699273	NA	NA	NA	NA
"Oxytropis halleri"	NA	NA	NA	-0.915528568944899	-0.453060146890946	NA
"Oxytropis helvetica"	NA	NA	NA	-1.82445274732774	NA	NA
"Oxytropis hypoglottoides"	NA	NA	NA	-1.51046240917523	NA	NA
"Oxytropis immersa"	-1.34903556997766	NA	0.52689040347875	NA	NA	NA
"Oxytropis jacquinii"	NA	NA	NA	-1.7437451943944	-0.239965599509866	NA
"Oxytropis kubanensis"	NA	1.88162687363606	-0.058624318175962	NA	NA	-1.30947739362538
"Oxytropis lambertii"	-1.2266832485514	0.894419115650156	0.469389361577881	-1.01209974013092	-0.407189374179219	-0.751785051721876
"Oxytropis lapponica"	NA	NA	NA	-1.56153467123829	NA	NA
"Oxytropis maydelliana"	NA	1.95513259418118	-0.12249772567735	-1.51046240917523	NA	NA
"Oxytropis myriophylla"	-1.33081942345726	NA	NA	NA	NA	NA
"Oxytropis neglecta"	NA	NA	NA	-1.56153467123829	NA	NA
"Oxytropis nigrescens"	NA	1.34458919660898	0.896899826131492	-2.38202473169168	-0.436461018564109	NA
"Oxytropis ochrocephala"	NA	1.76274475994922	-0.405030172758385	NA	NA	NA
"Oxytropis oligantha"	-2.47115454370939	NA	NA	-1.51046240917523	NA	NA
"Oxytropis pilosa"	NA	NA	NA	-1.12172910515693	-0.559350839157975	NA
"Oxytropis popoviana"	NA	NA	NA	-1.13510094796739	NA	NA
"Oxytropis pusilla"	NA	NA	NA	-1.631301809276	NA	NA
"Oxytropis riparia"	NA	NA	NA	NA	-0.458715028639062	NA
"Oxytropis sericea"	NA	NA	-0.437638810269254	NA	-0.336992688390373	NA
"Oxytropis sericopetala"	NA	1.39700714911191	NA	NA	NA	NA
"Oxytropis splendens"	NA	NA	NA	-0.915528568944899	-0.645052501871121	NA
"Oxytropis tatarica"	NA	NA	NA	-1.62457461570252	NA	NA
"Oxytropis tragacanthoides"	NA	NA	NA	-0.947119157555964	NA	NA
"Oxytropis triphylla"	NA	NA	NA	-1.13510094796739	NA	NA
"Oxytropis uralensis"	NA	NA	NA	NA	0.287307132430067	NA
"Oziroe biflora"	NA	NA	NA	NA	-0.199573660073743	NA
"Ozoroa concolor"	NA	NA	0.792071049681346	NA	NA	NA
"Ozoroa dispar"	NA	NA	0.552442299222071	NA	1.88562154582547	NA
"Ozoroa engleri"	NA	NA	NA	0.784635331671796	1.4840537562855	NA
"Ozoroa homblei"	NA	NA	NA	0.111822835756914	NA	NA
