"Genus","Species","SI_status"
"Onobrychis","vulgaris","SI"
"Phaseolus","vulgaris","SC"
"Pulicaria","vulgaris","SC"
"Senecio","vulgaris","SC"
"Silene","vulgaris","SC"
"Bidens","vulgata","SC"
"Anthyllis","vulneraria","PSI"
"Melanthera","waimeaensis","SC"
"Chrysanthemum","wakasaense","SI"
"Eriophyllum","wallacei","SI"
"Solanum","wallacei","SC"
"Chamaecrista","wallichia","SC"
"Crucihimalaya","wallichii","SC"
"Schima","wallichii","PSI"
"Dendrobium","wardianum","SC"
"Lilium","warleyense","SI"
"Phyodina","warscewicziana","SC"
"Satyria","warszewiczii","SC"
"Lactucosonchus","webbi","SI"
"Jaltomata","weberbaueri","SC"
"Pachycereus","weberi","SI"
"Turnera","weddelliana","SI"
"Bulbophyllum","weddellii","PSI"
"Lotus","weilleri","SC"
"Protea","welwitschii","PSI"
"Velloziela","westermanii","SC"
"Lupinus","westianus","SC"
"Ranunculus","weyleri","SI"
"Bidens","wiebkei","SC"
"Nicotiana","wigandioides","SC"
"Desmodium","wigginsii","SC"
"Oenothera","wigginsii","SC"
"Neonotonia","wightii","SC"
"Echium","wildpretii","SC"
"Sonchus","wildpretii","SI"
"Arachis","williamsii","SC"
"Carmichaelia","williamsii","SC"
"Euphrasia","willkommii","SC"
"Grevillea","wilsonii","PSI"
"Ferocactus","wislizeni","SI"
"Ipomoea","wolcottiana","SI"
"Melilotus","wolgica","SC"
"Melilotus","wolgicus","SC"
"Lepanthes","woodburyana","SI"
"Isoglossa","woodii","SC"
"Trifolium","wormskjoldii","SI"
"Coincya","wrightii","SI"
"Coreopsis","wrightii","SI"
"Datura","wrightii","SC"
"Styrax","wurdackiorum","PSI"
"Lobelia","xalapensis","SC"
"Astranthium","xanthocomoides","SC"
"Phaseolus","xanthotricho","SC"
"Malacothrix","xanti","SI"
"Hamelia","xerocarpa","SI"
"Piper","xylosteoides","PSI"
"Jaltomata","yacheri","SC"
"Fragaria","yezoensis","SC"
"Jensia","yosemitana","SC"
"Madia","yosemitana","SC"
"Rhynchosia","yucatanensis","SC"
"Jaltomata","yungayensis","SC"
"Solanum","zahlbruckneri","SC"
"Campelia","zanonia","SC"
"Tradescantia","zanonia","SI"
"Manilkara","zapota","SI"
"Billbergia","zebrina","SC"
"Aneilema","zebrinum","SI"
"Melocactus","zehntneri","SC"
"Alysicarpus","zeyheri","SC"
"Capparis","zeylanica","SI"
"Durio","zibethinus","PSI"
